CustomerID,Recency,Frequency,Monetary,AverageOrderValue,CustomerValue
12437.0,1,18,4951.41,275.0783333333333,4951.41
12438.0,14,2,2906.85,1453.425,2906.85
12441.0,366,1,173.55,173.55,173.55
12442.0,3,1,172.06,172.06,172.06
12444.0,21,5,5005.46,1001.092,5005.46
12445.0,22,1,133.4,133.4,133.4
12446.0,57,1,1002.3100000000001,1002.3100000000001,1002.3100000000001
12447.0,243,1,476.49,476.49,476.49
12448.0,44,1,449.45,449.45,449.45
12449.0,22,4,4067.29,1016.8225,4067.29
12450.0,156,2,197.88,98.94,197.88
12451.0,10,5,9035.52,1807.104,9035.52
12452.0,16,2,430.57000000000005,215.28500000000003,430.57000000000005
12453.0,134,1,707.09,707.09,707.09
12454.0,56,1,3528.34,3528.34,3528.34
12455.0,73,6,2466.86,411.1433333333334,2466.86
12456.0,44,3,3181.04,1060.3466666666666,3181.04
12457.0,66,7,2363.23,337.6042857142857,2363.23
12458.0,71,2,947.4,473.7,947.4
12461.0,94,2,826.88,413.44,826.88
12462.0,18,2,1189.59,594.795,1189.59
12463.0,53,4,1344.78,336.195,1344.78
12464.0,10,8,1212.05,151.50625,1212.05
12465.0,17,2,742.19,371.095,742.19
12468.0,187,2,729.54,364.77,729.54
12471.0,2,30,19824.05,660.8016666666666,19824.05
12472.0,32,7,6572.11,938.8728571428571,6572.11
12473.0,29,5,3938.55,787.71,3938.55
12474.0,17,18,7375.79,409.7661111111111,7375.79
12475.0,53,1,723.38,723.38,723.38
12476.0,15,11,6816.42,619.6745454545454,6816.419999999999
12477.0,22,6,13219.74,2203.29,13219.74
12478.0,3,1,680.99,680.99,680.99
12479.0,11,1,527.2,527.2,527.2
12480.0,28,4,3281.63,820.4075,3281.63
12481.0,22,10,5596.32,559.632,5596.32
12483.0,17,8,2484.98,310.6225,2484.98
12484.0,32,6,4541.72,756.9533333333334,4541.72
12488.0,9,3,1298.66,432.8866666666667,1298.66
12489.0,336,1,334.93,334.93,334.93
12490.0,5,10,5417.93,541.793,5417.93
12491.0,38,1,460.40000000000003,460.40000000000003,460.40000000000003
12492.0,63,2,263.21000000000004,131.60500000000002,263.21000000000004
12493.0,165,2,433.74,216.87,433.74
12494.0,15,7,1246.1,178.0142857142857,1246.1
12497.0,81,1,1043.1,1043.1,1043.1
12498.0,21,3,403.70000000000005,134.5666666666667,403.70000000000005
12500.0,23,11,4257.82,387.07454545454544,4257.82
12501.0,336,1,2169.39,2169.39,2169.39
12502.0,95,5,3723.87,744.774,3723.87
12504.0,18,2,482.04999999999995,241.02499999999998,482.04999999999995
12506.0,232,1,73.5,73.5,73.5
12507.0,134,3,1304.81,434.93666666666667,1304.81
12508.0,26,2,398.27,199.135,398.27
12509.0,284,1,176.5,176.5,176.5
12510.0,142,2,982.5699999999999,491.28499999999997,982.5699999999999
12512.0,66,2,138.03,69.015,138.03
12513.0,112,1,612.29,612.29,612.29
12514.0,267,1,1017.6800000000001,1017.6800000000001,1017.6800000000001
12515.0,353,1,383.7,383.7,383.7
12516.0,77,2,1312.06,656.03,1312.06
12517.0,28,5,2502.84,500.56800000000004,2502.84
12518.0,0,5,2056.89,411.378,2056.89
12519.0,63,1,340.84000000000003,340.84000000000003,340.84000000000003
12520.0,79,5,2634.26,526.8520000000001,2634.26
12521.0,142,1,599.68,599.68,599.68
12522.0,39,2,192.72,96.36,192.72
12523.0,19,11,1789.77,162.70636363636365,1789.7700000000002
12524.0,9,8,4485.72,560.715,4485.72
12526.0,0,3,1316.66,438.8866666666667,1316.66
12527.0,81,3,348.71000000000004,116.23666666666668,348.71000000000004
12528.0,9,6,1933.48,322.24666666666667,1933.48
12530.0,59,4,1662.28,415.57,1662.28
12531.0,14,1,125.22,125.22,125.22
12532.0,30,1,349.83000000000004,349.83000000000004,349.83000000000004
12534.0,130,1,1089.18,1089.18,1089.18
12535.0,91,2,716.35,358.175,716.35
12536.0,43,3,12601.830000000002,4200.610000000001,12601.830000000002
12538.0,29,1,363.95,363.95,363.95
12539.0,22,4,5568.35,1392.0875,5568.35
12540.0,19,17,13400.24,788.2494117647059,13400.24
12541.0,29,3,981.18,327.06,981.1800000000001
12544.0,36,1,372.7,372.7,372.7
12545.0,75,2,1000.39,500.195,1000.39
12546.0,46,2,1161.5,580.75,1161.5
12547.0,197,2,207.8,103.9,207.8
12548.0,166,1,95.19999999999999,95.19999999999999,95.19999999999999
12550.0,79,1,964.83,964.83,964.83
12551.0,357,1,168.0,168.0,168.0
12552.0,38,2,437.82,218.91,437.82
12553.0,8,10,3692.28,369.228,3692.28
12556.0,50,2,603.71,301.855,603.71
12557.0,16,5,11990.960000000001,2398.192,11990.96
12558.0,7,1,269.96,269.96,269.96
12559.0,310,2,561.71,280.855,561.71
12560.0,5,3,2134.01,711.3366666666667,2134.01
12561.0,302,1,238.85,238.85,238.85
12562.0,8,7,3781.7400000000002,540.2485714285715,3781.7400000000007
12564.0,261,1,456.90000000000003,456.90000000000003,456.90000000000003
12565.0,288,1,145.92000000000002,145.92000000000002,145.92000000000002
12566.0,86,1,351.65,351.65,351.65
12567.0,22,10,9401.28,940.128,9401.28
12569.0,2,32,4124.6900000000005,128.89656250000002,4124.6900000000005
12571.0,39,2,519.61,259.805,519.61
12572.0,8,2,1020.4200000000001,510.21000000000004,1020.4200000000001
12573.0,227,1,160.54000000000002,160.54000000000002,160.54000000000002
12574.0,315,1,218.45000000000002,218.45000000000002,218.45000000000002
12576.0,35,5,1315.83,263.166,1315.83
12577.0,35,3,657.8,219.26666666666665,657.8
12578.0,21,2,2794.51,1397.255,2794.51
12579.0,78,1,440.42,440.42,440.42
12580.0,246,1,415.7,415.7,415.7
12581.0,39,1,197.71,197.71,197.71
12582.0,238,2,511.36,255.68,511.36
12583.0,2,15,7281.38,485.42533333333336,7281.38
12584.0,3,9,2338.15,259.7944444444445,2338.1500000000005
12585.0,234,2,2040.1,1020.05,2040.1
12586.0,17,1,196.94000000000003,196.94000000000003,196.94000000000003
12587.0,7,1,144.0,144.0,144.0
12588.0,39,1,214.89999999999998,214.89999999999998,214.89999999999998
12589.0,28,2,646.68,323.34,646.68
12590.0,211,2,9864.26,4932.13,9864.26
12591.0,317,1,452.84999999999997,452.84999999999997,452.84999999999997
12592.0,92,2,437.6,218.8,437.6
12593.0,108,3,418.1,139.36666666666667,418.1
12594.0,37,10,3338.2200000000003,333.822,3338.2200000000003
12596.0,51,2,618.27,309.135,618.27
12597.0,19,4,3811.22,952.805,3811.22
12598.0,9,8,3023.08,377.885,3023.08
12599.0,29,7,1032.58,147.51142857142855,1032.58
12600.0,28,10,2599.04,259.904,2599.04
12601.0,189,5,577.0600000000001,115.412,577.0600000000001
12602.0,58,1,153.12,153.12,153.12
12603.0,21,1,739.1999999999999,739.1999999999999,739.1999999999999
12604.0,79,2,254.18,127.09,254.18
12607.0,60,1,1579.51,1579.51,1579.51
12609.0,78,3,1126.85,375.6166666666666,1126.85
12610.0,22,5,2099.54,419.908,2099.54
12611.0,52,1,1193.32,1193.32,1193.32
12612.0,74,1,704.04,704.04,704.04
12613.0,57,5,3344.38,668.876,3344.38
12614.0,277,1,315.6,315.6,315.6
12615.0,2,4,2291.19,572.7975,2291.19
12616.0,95,2,713.3,356.65,713.3
12617.0,29,1,355.53000000000003,355.53000000000003,355.53000000000003
12618.0,21,1,177.31,177.31,177.31
12619.0,16,9,3641.24,404.5822222222222,3641.24
12620.0,14,3,1339.41,446.47,1339.41
12621.0,1,20,13689.67,684.4835,13689.670000000002
12622.0,232,1,180.1,180.1,180.1
12623.0,276,1,305.1,305.1,305.1
12624.0,106,2,641.13,320.565,641.13
12625.0,211,2,2683.82,1341.91,2683.82
12626.0,23,9,6620.4800000000005,735.6088888888889,6620.4800000000005
12627.0,10,7,4478.53,639.79,4478.53
12628.0,4,3,786.46,262.15333333333336,786.46
12630.0,9,2,1270.88,635.44,1270.88
12631.0,57,1,640.5,640.5,640.5
12633.0,58,4,2163.98,540.995,2163.98
12635.0,89,2,1689.18,844.59,1689.18
12637.0,67,8,6021.9,752.7375,6021.9
12638.0,33,1,671.69,671.69,671.69
12639.0,238,1,486.1,486.1,486.1
12640.0,23,3,1174.58,391.52666666666664,1174.58
12641.0,115,1,185.9,185.9,185.9
12642.0,25,3,1013.26,337.75333333333333,1013.26
12643.0,128,6,3344.64,557.4399999999999,3344.6399999999994
12644.0,129,1,477.90999999999997,477.90999999999997,477.90999999999997
12645.0,33,4,1775.18,443.795,1775.18
12646.0,4,2,1346.97,673.485,1346.97
12647.0,22,12,3722.82,310.235,3722.82
12648.0,154,1,318.05,318.05,318.05
12649.0,107,3,623.51,207.83666666666667,623.51
12650.0,3,1,314.44,314.44,314.44
12651.0,334,1,114.0,114.0,114.0
12652.0,331,1,919.98,919.98,919.98
12653.0,148,2,2209.85,1104.925,2209.85
12654.0,10,5,601.98,120.396,601.98
12656.0,17,5,4051.17,810.234,4051.17
12657.0,11,4,1643.18,410.795,1643.18
12658.0,18,1,686.05,686.05,686.05
12659.0,29,1,91.68,91.68,91.68
12660.0,11,1,245.10000000000002,245.10000000000002,245.10000000000002
12662.0,0,11,3849.78,349.98,3849.78
12664.0,8,9,4881.88,542.4311111111111,4881.88
12665.0,324,1,63.0,63.0,63.0
12667.0,58,1,620.13,620.13,620.13
12668.0,11,4,3807.15,951.7875,3807.15
12669.0,150,3,2744.0299999999997,914.6766666666666,2744.0299999999997
12670.0,10,5,2996.05,599.21,2996.05
12672.0,329,1,225.9,225.9,225.9
12673.0,5,2,610.52,305.26,610.52
12674.0,38,4,1970.6,492.65,1970.6
12676.0,24,6,1331.39,221.89833333333334,1331.39
12678.0,42,12,17628.46,1469.0383333333332,17628.46
12679.0,58,4,1113.02,278.255,1113.02
12680.0,0,4,862.81,215.7025,862.81
12681.0,14,22,13787.54,626.7063636363637,13787.54
12682.0,3,31,12288.22,396.3941935483871,12288.22
12683.0,4,15,8476.57,565.1046666666666,8476.57
12684.0,7,7,2283.63,326.23285714285714,2283.63
12685.0,28,6,2863.08,477.18,2863.08
12686.0,371,1,89.14,89.14,89.14
12688.0,113,1,4873.81,4873.81,4873.81
12689.0,25,2,1247.6100000000001,623.8050000000001,1247.6100000000001
12690.0,205,1,389.01,389.01,389.01
12691.0,28,6,1035.8,172.63333333333333,1035.8
12693.0,127,4,855.91,213.9775,855.91
12694.0,70,2,869.67,434.835,869.67
12695.0,7,4,582.1,145.525,582.1
12697.0,28,3,957.59,319.19666666666666,957.5899999999999
12700.0,7,4,4939.99,1234.9975,4939.99
12701.0,79,2,797.71,398.855,797.71
12702.0,19,1,219.0,219.0,219.0
12703.0,71,1,283.55,283.55,283.55
12704.0,7,8,2340.84,292.605,2340.84
12705.0,15,9,6868.29,763.1433333333333,6868.29
12707.0,291,1,603.42,603.42,603.42
12708.0,29,10,2712.91,271.291,2712.91
12709.0,15,15,9736.52,649.1013333333334,9736.52
12710.0,96,3,1149.02,383.00666666666666,1149.02
12712.0,28,13,4396.13,338.1638461538462,4396.13
12713.0,0,1,848.55,848.55,848.55
12714.0,9,5,4708.86,941.7719999999999,4708.86
12715.0,106,1,353.86,353.86,353.86
12716.0,3,2,1053.49,526.745,1053.49
12717.0,151,2,1030.98,515.49,1030.98
12718.0,71,1,238.25,238.25,238.25
12719.0,5,2,644.95,322.475,644.95
12720.0,2,25,5781.7300000000005,231.2692,5781.7300000000005
12721.0,31,6,2656.13,442.68833333333333,2656.13
12722.0,85,4,997.63,249.4075,997.63
12723.0,3,5,725.07,145.014,725.07
12724.0,5,4,1031.41,257.8525,1031.41
12725.0,371,1,427.8,427.8,427.8
12726.0,28,7,2609.1,372.7285714285714,2609.1
12727.0,10,7,3980.7000000000003,568.6714285714286,3980.7
12728.0,71,4,836.33,209.0825,836.33
12729.0,113,1,453.01,453.01,453.01
12731.0,23,12,18895.91,1574.6591666666666,18895.91
12732.0,179,1,236.26000000000002,236.26000000000002,236.26000000000002
12733.0,234,1,383.95,383.95,383.95
12734.0,352,1,110.39999999999999,110.39999999999999,110.39999999999999
12735.0,315,2,779.5699999999999,389.78499999999997,779.5699999999999
12736.0,332,1,234.0,234.0,234.0
12738.0,372,1,155.35,155.35,155.35
12739.0,78,2,1013.04,506.52,1013.04
12740.0,63,1,427.6,427.6,427.6
12743.0,134,2,546.43,273.215,546.43
12744.0,51,7,21279.29,3039.8985714285714,21279.29
12747.0,2,11,4196.01,381.4554545454546,4196.01
12748.0,0,209,33719.73,161.3384210526316,33719.73
12749.0,3,5,4090.88,818.176,4090.88
12750.0,128,1,275.88,275.88,275.88
12752.0,81,1,4366.78,4366.78,4366.78
12753.0,22,6,21429.39,3571.565,21429.39
12754.0,235,3,3010.74,1003.5799999999999,3010.74
12755.0,280,2,3811.9500000000003,1905.9750000000001,3811.9500000000003
12756.0,86,1,112.08,112.08,112.08
12757.0,15,13,7857.1,604.3923076923077,7857.099999999999
12758.0,116,2,2791.59,1395.795,2791.59
12759.0,52,3,1531.44,510.48,1531.44
12762.0,7,2,1898.52,949.26,1898.52
12763.0,138,2,494.08,247.04,494.08
12764.0,316,1,1693.88,1693.88,1693.88
12766.0,3,7,6989.63,998.5185714285715,6989.63
12769.0,238,1,1143.6,1143.6,1143.6
12770.0,210,1,1351.45,1351.45,1351.45
12772.0,59,1,892.47,892.47,892.47
12775.0,17,5,1386.04,277.20799999999997,1386.04
12778.0,19,6,822.23,137.03833333333333,822.23
12779.0,37,8,3981.36,497.67,3981.36
12781.0,63,2,826.74,413.37,826.74
12782.0,4,5,2330.92,466.184,2330.92
12783.0,2,6,2225.91,370.98499999999996,2225.91
12784.0,9,2,574.42,287.21,574.42
12785.0,364,1,311.95,311.95,311.95
12787.0,9,3,463.66,154.55333333333334,463.66
12789.0,65,1,91.85,91.85,91.85
12790.0,192,1,324.92,324.92,324.92
12791.0,373,1,192.60000000000002,192.60000000000002,192.60000000000002
12792.0,256,1,400.54,400.54,400.54
12793.0,334,2,545.48,272.74,545.48
12794.0,53,2,860.41,430.205,860.41
12795.0,18,1,430.48,430.48,430.48
12797.0,365,1,254.03,254.03,254.03
12798.0,10,3,6977.04,2325.68,6977.039999999999
12802.0,186,1,427.58,427.58,427.58
12808.0,36,3,483.65000000000003,161.21666666666667,483.65
12809.0,177,1,489.31,489.31,489.31
12811.0,260,3,514.85,171.61666666666667,514.85
12812.0,44,1,229.64000000000001,229.64000000000001,229.64000000000001
12814.0,101,1,125.92,125.92,125.92
12815.0,147,2,1063.46,531.73,1063.46
12816.0,95,2,572.2,286.1,572.2
12817.0,281,1,166.04000000000002,166.04000000000002,166.04000000000002
12818.0,261,1,1542.08,1542.08,1542.08
12820.0,3,4,942.34,235.585,942.34
12821.0,214,1,92.72,92.72,92.72
12822.0,70,2,948.88,474.44,948.88
12823.0,74,5,1759.5,351.9,1759.5
12824.0,59,1,397.12,397.12,397.12
12826.0,2,7,1474.72,210.67428571428573,1474.72
12827.0,5,3,430.15,143.38333333333333,430.15
12828.0,2,6,1018.71,169.785,1018.71
12829.0,336,2,293.0,146.5,293.0
12830.0,37,6,6814.64,1135.7733333333333,6814.639999999999
12831.0,262,1,215.05,215.05,215.05
12832.0,32,2,383.03000000000003,191.51500000000001,383.03000000000003
12833.0,145,1,417.38,417.38,417.38
12834.0,282,1,312.38,312.38,312.38
12836.0,59,4,2612.86,653.215,2612.86
12837.0,173,1,134.1,134.1,134.1
12838.0,33,2,683.13,341.565,683.13
12839.0,2,14,5591.42,399.38714285714286,5591.42
12840.0,143,4,2726.77,681.6925,2726.77
12841.0,4,25,4022.35,160.894,4022.3500000000004
12842.0,70,2,1118.99,559.495,1118.99
12843.0,65,8,1702.26,212.7825,1702.26
12844.0,29,2,325.96000000000004,162.98000000000002,325.96000000000004
12845.0,267,4,354.09000000000003,88.52250000000001,354.09000000000003
12847.0,22,1,871.54,871.54,871.54
12849.0,31,2,1050.89,525.445,1050.89
12851.0,96,1,135.18,135.18,135.18
12852.0,294,1,311.55,311.55,311.55
12853.0,134,6,1957.1000000000001,326.18333333333334,1957.1
12854.0,78,3,1324.5,441.5,1324.5
12855.0,372,1,38.1,38.1,38.1
12856.0,7,6,2179.93,363.32166666666666,2179.93
12857.0,210,2,1106.4,553.2,1106.4
12863.0,52,1,521.2,521.2,521.2
12864.0,138,1,147.12,147.12,147.12
12865.0,26,2,1568.23,784.115,1568.23
12866.0,283,1,559.12,559.12,559.12
12867.0,26,7,4036.82,576.6885714285714,4036.82
12868.0,185,6,1607.0600000000002,267.84333333333336,1607.0600000000002
12871.0,84,2,380.64,190.32,380.64
12872.0,326,2,599.97,299.985,599.97
12873.0,282,1,374.0,374.0,374.0
12875.0,143,2,343.2300000000001,171.61500000000004,343.2300000000001
12876.0,57,2,2218.02,1109.01,2218.02
12877.0,3,12,1535.77,127.98083333333334,1535.77
12878.0,236,2,854.99,427.495,854.99
12879.0,44,3,573.22,191.07333333333335,573.22
12881.0,275,1,298.0,298.0,298.0
12882.0,9,2,1463.04,731.52,1463.04
12883.0,24,4,703.47,175.8675,703.47
12884.0,88,1,309.05,309.05,309.05
12885.0,63,3,1175.22,391.74,1175.22
12886.0,67,2,1378.4,689.2,1378.4
12888.0,214,2,354.12,177.06,354.12
12890.0,24,1,380.46999999999997,380.46999999999997,380.46999999999997
12891.0,185,3,331.0,110.33333333333333,331.0
12893.0,30,1,188.14,188.14,188.14
12895.0,42,2,372.8,186.4,372.8
12897.0,204,2,216.5,108.25,216.5
12901.0,8,28,17654.54,630.5192857142857,17654.54
12902.0,264,1,138.68,138.68,138.68
12904.0,18,2,509.58,254.79,509.58
12906.0,11,5,2919.81,583.962,2919.81
12908.0,176,2,750.0,375.0,750.0
12909.0,39,5,2178.67,435.73400000000004,2178.67
12910.0,23,8,3075.04,384.38,3075.04
12912.0,2,5,1662.3,332.46,1662.3
12913.0,4,5,2483.63,496.726,2483.63
12915.0,148,2,363.65,181.825,363.65
12916.0,138,4,3006.15,751.5375,3006.15
12917.0,128,1,594.0,594.0,594.0
12919.0,8,6,1335.19,222.53166666666667,1335.19
12920.0,17,1,164.23,164.23,164.23
12921.0,9,37,16587.09,448.29972972972973,16587.09
12922.0,161,1,405.38,405.38,405.38
12923.0,64,1,176.97,176.97,176.97
12924.0,88,4,933.7,233.425,933.7
12925.0,4,2,694.05,347.025,694.05
12928.0,35,5,2062.7,412.53999999999996,2062.7
12929.0,311,1,117.85,117.85,117.85
12930.0,78,2,415.8,207.9,415.8
12931.0,21,15,42055.96,2803.730666666667,42055.96
12933.0,24,3,607.53,202.51,607.53
12935.0,2,7,2160.7,308.6714285714285,2160.7
12936.0,17,4,1063.9,265.975,1063.9
12937.0,15,4,1504.27,376.0675,1504.27
12938.0,25,1,114.14,114.14,114.14
12939.0,64,8,11581.8,1447.725,11581.8
12940.0,54,2,913.54,456.77,913.54
12942.0,131,3,683.9,227.96666666666667,683.9
12944.0,35,2,604.51,302.255,604.51
12945.0,288,1,462.95,462.95,462.95
12947.0,143,6,1603.99,267.33166666666665,1603.9899999999998
12948.0,16,7,2064.95,294.99285714285713,2064.95
12949.0,30,8,4167.22,520.9025,4167.22
12950.0,2,3,1843.0,614.3333333333334,1843.0
12951.0,8,6,1064.07,177.345,1064.07
12952.0,5,4,1387.79,346.9475,1387.79
12953.0,9,1,329.85,329.85,329.85
12955.0,1,11,4757.16,432.4690909090909,4757.16
12956.0,306,1,108.07,108.07,108.07
12957.0,9,8,4017.54,502.1925,4017.54
12962.0,7,2,266.39,133.195,266.39
12963.0,8,8,1856.63,232.07875,1856.63
12965.0,89,1,771.91,771.91,771.91
12966.0,9,1,160.18,160.18,160.18
12967.0,358,2,1660.9,830.45,1660.9
12968.0,112,1,135.95,135.95,135.95
12970.0,7,4,452.24,113.06,452.24
12971.0,3,86,11189.91,130.11523255813952,11189.91
12974.0,197,1,144.8,144.8,144.8
12976.0,211,1,738.6,738.6,738.6
12977.0,156,1,39.239999999999995,39.239999999999995,39.239999999999995
12980.0,157,9,7374.900000000001,819.4333333333334,7374.900000000001
12981.0,29,2,372.21999999999997,186.10999999999999,372.21999999999997
12982.0,242,1,390.54,390.54,390.54
12984.0,18,1,97.5,97.5,97.5
12985.0,0,2,1239.38,619.69,1239.38
12987.0,73,2,558.7,279.35,558.7
12988.0,292,1,535.32,535.32,535.32
12989.0,3,15,6924.11,461.6073333333333,6924.11
12990.0,31,3,409.5,136.5,409.5
12991.0,23,2,503.76,251.88,503.76
12993.0,23,4,414.76,103.69,414.76
12994.0,4,3,974.42,324.8066666666667,974.4200000000001
12995.0,85,1,211.32,211.32,211.32
12997.0,22,4,1226.89,306.7225,1226.89
12999.0,196,3,455.88,151.96,455.88
13000.0,106,3,534.85,178.28333333333333,534.85
13001.0,4,13,9818.82,755.2938461538462,9818.82
13002.0,318,1,120.95,120.95,120.95
13003.0,105,3,149.05,49.68333333333334,149.05
13004.0,11,18,5655.91,314.21722222222223,5655.91
13005.0,173,2,513.7,256.85,513.7
13006.0,56,1,81.57,81.57,81.57
13008.0,323,1,229.47,229.47,229.47
13011.0,372,1,50.550000000000004,50.550000000000004,50.550000000000004
13012.0,9,8,1661.8400000000001,207.73000000000002,1661.8400000000001
13013.0,1,13,4810.9400000000005,370.07230769230773,4810.9400000000005
13014.0,10,10,3466.28,346.62800000000004,3466.2800000000007
13015.0,53,5,3346.28,669.2560000000001,3346.2800000000007
13016.0,73,3,789.89,263.2966666666667,789.8900000000001
13017.0,7,1,204.0,204.0,204.0
13018.0,16,28,7277.7,259.91785714285714,7277.7
13021.0,4,9,2616.38,290.7088888888889,2616.38
13023.0,64,2,689.9,344.95,689.9
13026.0,1,5,975.36,195.072,975.36
13027.0,113,6,6912.0,1152.0,6912.0
13028.0,22,2,661.3199999999999,330.65999999999997,661.3199999999999
13029.0,30,3,1247.5,415.8333333333333,1247.5
13030.0,11,2,799.48,399.74,799.48
13032.0,52,2,1010.1800000000001,505.09000000000003,1010.1800000000001
13033.0,357,1,190.55,190.55,190.55
13034.0,54,2,642.77,321.385,642.77
13035.0,73,2,921.88,460.94,921.88
13037.0,138,3,881.07,293.69,881.0699999999999
13038.0,80,3,908.46,302.82,908.46
13040.0,8,2,676.99,338.495,676.99
13043.0,273,1,516.42,516.42,516.42
13044.0,291,1,560.47,560.47,560.47
13045.0,99,1,305.28000000000003,305.28000000000003,305.28000000000003
13046.0,30,2,629.31,314.655,629.31
13047.0,31,10,3237.54,323.754,3237.54
13048.0,14,4,1835.91,458.9775,1835.91
13049.0,64,2,656.6800000000001,328.34000000000003,656.6800000000001
13050.0,14,17,5836.86,343.3447058823529,5836.86
13052.0,212,1,348.15000000000003,348.15000000000003,348.15000000000003
13055.0,78,3,1214.41,404.80333333333334,1214.41
13058.0,24,3,271.40000000000003,90.46666666666668,271.40000000000003
13059.0,249,1,183.4,183.4,183.4
13060.0,253,1,307.53000000000003,307.53000000000003,307.53000000000003
13061.0,72,1,248.61,248.61,248.61
13062.0,191,1,346.98,346.98,346.98
13064.0,12,4,1119.49,279.8725,1119.49
13065.0,373,1,205.86,205.86,205.86
13066.0,24,2,470.8,235.4,470.8
13067.0,82,1,115.46000000000001,115.46000000000001,115.46000000000001
13068.0,10,2,344.0,172.0,344.0
13069.0,0,24,4436.12,184.83833333333334,4436.12
13070.0,192,1,228.8,228.8,228.8
13072.0,266,1,177.15,177.15,177.15
13075.0,129,1,919.61,919.61,919.61
13077.0,1,4,729.27,182.3175,729.27
13078.0,3,26,12627.94,485.69,12627.94
13079.0,4,5,220.10000000000002,44.02,220.10000000000002
13080.0,179,1,58.08,58.08,58.08
13081.0,11,11,28337.38,2576.1254545454544,28337.379999999997
13082.0,126,9,3613.63,401.51444444444445,3613.63
13083.0,4,2,303.75,151.875,303.75
13085.0,157,2,416.08,208.04,416.08
13089.0,2,97,58825.83,606.4518556701031,58825.83
13090.0,8,14,8910.82,636.4871428571429,8910.82
13091.0,28,1,345.82,345.82,345.82
13092.0,70,5,477.83,95.566,477.83000000000004
