CustomerID,Recency,Frequency,Monetary,AverageOrderValue,CustomerValue,Cluster
12434.0,84,2,806.14,403.07,806.14,0
12435.0,79,2,7829.89,3914.945,7829.89,2
12436.0,99,1,509.01,509.01,509.01,0
12437.0,1,18,4951.41,275.0783333333333,4951.41,0
12438.0,14,2,2906.85,1453.425,2906.85,0
12441.0,366,1,173.55,173.55,173.55,0
12442.0,3,1,172.06,172.06,172.06,0
12444.0,21,5,5005.46,1001.092,5005.46,0
12445.0,22,1,133.4,133.4,133.4,0
12446.0,57,1,1002.31,1002.31,1002.31,0
12447.0,243,1,476.49,476.49,476.49,0
12448.0,44,1,449.45,449.45,449.45,0
12449.0,22,4,4067.29,1016.8225,4067.29,0
12450.0,156,2,197.88,98.94,197.88,0
12451.0,10,5,9035.52,1807.104,9035.52,2
12452.0,16,2,430.5700000000001,215.28500000000005,430.5700000000001,0
12453.0,134,1,707.09,707.09,707.09,0
12454.0,56,1,3528.34,3528.34,3528.34,0
12455.0,73,6,2466.86,411.1433333333334,2466.86,0
12456.0,44,3,3181.04,1060.3466666666666,3181.04,0
12457.0,66,7,2363.23,337.6042857142857,2363.23,0
12458.0,71,2,947.4,473.7,947.4,0
12461.0,94,2,826.88,413.44,826.88,0
12462.0,18,2,1189.59,594.795,1189.59,0
12463.0,53,4,1344.78,336.195,1344.78,0
12464.0,10,8,1212.05,151.50625,1212.05,0
12465.0,17,2,742.19,371.095,742.19,0
12468.0,187,2,729.54,364.77,729.54,0
12471.0,2,30,19824.05,660.8016666666666,19824.05,2
12472.0,32,7,6572.11,938.8728571428572,6572.11,0
12473.0,29,5,3938.55,787.71,3938.55,0
12474.0,17,18,7375.79,409.7661111111111,7375.79,0
12475.0,53,1,723.38,723.38,723.38,0
12476.0,15,11,6816.42,619.6745454545454,6816.419999999999,0
12477.0,22,6,13219.74,2203.29,13219.74,2
12478.0,3,1,680.99,680.99,680.99,0
12479.0,11,1,527.2,527.2,527.2,0
12480.0,28,4,3281.63,820.4075,3281.63,0
12481.0,22,10,5596.32,559.632,5596.32,0
12483.0,17,8,2484.98,310.6225,2484.98,0
12484.0,32,6,4541.72,756.9533333333334,4541.72,0
12488.0,9,3,1298.66,432.8866666666667,1298.66,0
12489.0,336,1,334.93,334.93,334.93,0
12490.0,5,10,5417.93,541.793,5417.93,0
12491.0,38,1,460.4,460.4,460.4,0
12492.0,63,2,263.21000000000004,131.60500000000002,263.21000000000004,0
12493.0,165,2,433.74,216.87,433.74,0
12494.0,15,7,1246.1,178.0142857142857,1246.1,0
12497.0,81,1,1043.1,1043.1,1043.1,0
12498.0,21,3,403.7000000000001,134.5666666666667,403.7000000000001,0
12500.0,23,11,4257.82,387.07454545454544,4257.82,0
12501.0,336,1,2169.39,2169.39,2169.39,0
12502.0,95,5,3723.87,744.774,3723.87,0
12504.0,18,2,482.05,241.025,482.05,0
12506.0,232,1,73.5,73.5,73.5,0
12507.0,134,3,1304.81,434.93666666666667,1304.81,0
12508.0,26,2,398.27,199.135,398.27,0
12509.0,284,1,176.5,176.5,176.5,0
12510.0,142,2,982.57,491.285,982.57,0
12512.0,66,2,138.03,69.015,138.03,0
12513.0,112,1,612.29,612.29,612.29,0
12514.0,267,1,1017.68,1017.68,1017.68,0
12515.0,353,1,383.7,383.7,383.7,0
12516.0,77,2,1312.06,656.03,1312.06,0
12517.0,28,5,2502.84,500.568,2502.84,0
12518.0,0,5,2056.89,411.378,2056.89,0
12519.0,63,1,340.84000000000003,340.84000000000003,340.84000000000003,0
12520.0,79,5,2634.26,526.8520000000001,2634.26,0
12521.0,142,1,599.68,599.68,599.68,0
12522.0,39,2,192.72,96.36,192.72,0
12523.0,19,11,1789.77,162.70636363636365,1789.7700000000002,0
12524.0,9,8,4485.72,560.715,4485.72,0
12526.0,0,3,1316.66,438.8866666666667,1316.66,0
12527.0,81,3,348.71000000000004,116.23666666666668,348.71000000000004,0
12528.0,9,6,1933.48,322.24666666666667,1933.48,0
12530.0,59,4,1662.28,415.57,1662.28,0
12531.0,14,1,125.22,125.22,125.22,0
12532.0,30,1,349.83000000000004,349.83000000000004,349.83000000000004,0
12534.0,130,1,1089.18,1089.18,1089.18,0
12535.0,91,2,716.35,358.175,716.35,0
12536.0,43,3,12601.830000000002,4200.610000000001,12601.830000000002,2
12538.0,29,1,363.95,363.95,363.95,0
12539.0,22,4,5568.35,1392.0875,5568.35,0
12540.0,19,17,13400.24,788.2494117647059,13400.24,2
12541.0,29,3,981.18,327.06,981.18,0
12544.0,36,1,372.7,372.7,372.7,0
12545.0,75,2,1000.39,500.195,1000.39,0
12546.0,46,2,1161.5,580.75,1161.5,0
12547.0,197,2,207.8,103.9,207.8,0
12548.0,166,1,95.2,95.2,95.2,0
12550.0,79,1,964.83,964.83,964.83,0
12551.0,357,1,168.0,168.0,168.0,0
12552.0,38,2,437.82,218.91,437.82,0
12553.0,8,10,3692.28,369.228,3692.28,0
12556.0,50,2,603.71,301.855,603.71,0
12557.0,16,5,11990.96,2398.192,11990.96,2
12558.0,7,1,269.96,269.96,269.96,0
12559.0,310,2,561.71,280.855,561.71,0
12560.0,5,3,2134.01,711.3366666666667,2134.01,0
12561.0,302,1,238.85,238.85,238.85,0
12562.0,8,7,3781.74,540.2485714285715,3781.7400000000007,0
12564.0,261,1,456.9,456.9,456.9,0
12565.0,288,1,145.92000000000002,145.92000000000002,145.92000000000002,0
12566.0,86,1,351.65,351.65,351.65,0
12567.0,22,10,9401.28,940.128,9401.28,2
12569.0,2,32,4124.6900000000005,128.89656250000002,4124.6900000000005,0
12571.0,39,2,519.61,259.805,519.61,0
12572.0,8,2,1020.42,510.21,1020.42,0
12573.0,227,1,160.54000000000002,160.54000000000002,160.54000000000002,0
12574.0,315,1,218.45,218.45,218.45,0
12576.0,35,5,1315.83,263.166,1315.83,0
12577.0,35,3,657.8,219.26666666666665,657.8,0
12578.0,21,2,2794.51,1397.255,2794.51,0
12579.0,78,1,440.42,440.42,440.42,0
12580.0,246,1,415.7,415.7,415.7,0
12581.0,39,1,197.71,197.71,197.71,0
12582.0,238,2,511.36,255.68,511.36,0
12583.0,2,15,7281.38,485.42533333333336,7281.38,0
12584.0,3,9,2338.15,259.7944444444445,2338.1500000000005,0
12585.0,234,2,2040.1,1020.05,2040.1,0
12586.0,17,1,196.94000000000003,196.94000000000003,196.94000000000003,0
12587.0,7,1,144.0,144.0,144.0,0
12588.0,39,1,214.9,214.9,214.9,0
12589.0,28,2,646.68,323.34,646.68,0
12590.0,211,2,9864.26,4932.13,9864.26,2
12591.0,317,1,452.85,452.85,452.85,0
12592.0,92,2,437.6,218.8,437.6,0
12593.0,108,3,418.1,139.36666666666667,418.1,0
12594.0,37,10,3338.2200000000003,333.822,3338.2200000000003,0
12596.0,51,2,618.27,309.135,618.27,0
12597.0,19,4,3811.22,952.805,3811.22,0
12598.0,9,8,3023.08,377.885,3023.08,0
12599.0,29,7,1032.58,147.51142857142855,1032.58,0
12600.0,28,10,2599.04,259.904,2599.04,0
12601.0,189,5,577.0600000000001,115.412,577.0600000000001,0
12602.0,58,1,153.12,153.12,153.12,0
12603.0,21,1,739.1999999999999,739.1999999999999,739.1999999999999,0
12604.0,79,2,254.18,127.09,254.18,0
12607.0,60,1,1579.51,1579.51,1579.51,0
12609.0,78,3,1126.85,375.6166666666666,1126.85,0
12610.0,22,5,2099.54,419.908,2099.54,0
12611.0,52,1,1193.32,1193.32,1193.32,0
12612.0,74,1,704.04,704.04,704.04,0
12613.0,57,5,3344.38,668.876,3344.38,0
12614.0,277,1,315.6,315.6,315.6,0
12615.0,2,4,2291.19,572.7975,2291.19,0
12616.0,95,2,713.3,356.65,713.3,0
12617.0,29,1,355.53000000000003,355.53000000000003,355.53000000000003,0
12618.0,21,1,177.31,177.31,177.31,0
12619.0,16,9,3641.24,404.5822222222222,3641.24,0
12620.0,14,3,1339.41,446.47,1339.41,0
12621.0,1,20,13689.67,684.4835,13689.670000000002,2
12622.0,232,1,180.1,180.1,180.1,0
12623.0,276,1,305.1,305.1,305.1,0
12624.0,106,2,641.13,320.565,641.13,0
12625.0,211,2,2683.82,1341.91,2683.82,0
12626.0,23,9,6620.4800000000005,735.6088888888889,6620.4800000000005,0
12627.0,10,7,4478.53,639.79,4478.53,0
12628.0,4,3,786.46,262.15333333333336,786.46,0
12630.0,9,2,1270.88,635.44,1270.88,0
12631.0,57,1,640.5,640.5,640.5,0
12633.0,58,4,2163.98,540.995,2163.98,0
12635.0,89,2,1689.18,844.59,1689.18,0
12637.0,67,8,6021.9,752.7375,6021.9,0
12638.0,33,1,671.69,671.69,671.69,0
12639.0,238,1,486.1,486.1,486.1,0
12640.0,23,3,1174.58,391.5266666666666,1174.58,0
12641.0,115,1,185.9,185.9,185.9,0
12642.0,25,3,1013.26,337.75333333333333,1013.26,0
12643.0,128,6,3344.64,557.4399999999999,3344.6399999999994,0
12644.0,129,1,477.91,477.91,477.91,0
12645.0,33,4,1775.18,443.795,1775.18,0
12646.0,4,2,1346.97,673.485,1346.97,0
12647.0,22,12,3722.82,310.235,3722.82,0
12648.0,154,1,318.05,318.05,318.05,0
12649.0,107,3,623.51,207.83666666666667,623.51,0
12650.0,3,1,314.44,314.44,314.44,0
12651.0,334,1,114.0,114.0,114.0,0
12652.0,331,1,919.98,919.98,919.98,0
12653.0,148,2,2209.85,1104.925,2209.85,0
12654.0,10,5,601.98,120.396,601.98,0
12656.0,17,5,4051.17,810.234,4051.17,0
12657.0,11,4,1643.18,410.795,1643.18,0
12658.0,18,1,686.05,686.05,686.05,0
12659.0,29,1,91.68,91.68,91.68,0
12660.0,11,1,245.1,245.1,245.1,0
12662.0,0,11,3849.78,349.98,3849.78,0
12664.0,8,9,4881.88,542.4311111111111,4881.88,0
12665.0,324,1,63.0,63.0,63.0,0
12667.0,58,1,620.13,620.13,620.13,0
12668.0,11,4,3807.15,951.7875,3807.15,0
12669.0,150,3,2744.03,914.6766666666666,2744.03,0
12670.0,10,5,2996.05,599.21,2996.05,0
12672.0,329,1,225.9,225.9,225.9,0
12673.0,5,2,610.52,305.26,610.52,0
12674.0,38,4,1970.6,492.65,1970.6,0
12676.0,24,6,1331.39,221.8983333333333,1331.39,0
12678.0,42,12,17628.46,1469.0383333333332,17628.46,2
12679.0,58,4,1113.02,278.255,1113.02,0
12680.0,0,4,862.81,215.7025,862.81,0
12681.0,14,22,13787.54,626.7063636363637,13787.54,2
12682.0,3,31,12288.22,396.3941935483871,12288.22,2
12683.0,4,15,8476.57,565.1046666666666,8476.57,2
12684.0,7,7,2283.63,326.23285714285714,2283.63,0
12685.0,28,6,2863.08,477.18,2863.08,0
12686.0,371,1,89.14,89.14,89.14,0
12688.0,113,1,4873.81,4873.81,4873.81,0
12689.0,25,2,1247.61,623.8050000000001,1247.61,0
12690.0,205,1,389.01,389.01,389.01,0
12691.0,28,6,1035.8,172.63333333333333,1035.8,0
12693.0,127,4,855.91,213.9775,855.91,0
12694.0,70,2,869.67,434.835,869.67,0
12695.0,7,4,582.1,145.525,582.1,0
12697.0,28,3,957.59,319.19666666666666,957.59,0
12700.0,7,4,4939.99,1234.9975,4939.99,0
12701.0,79,2,797.71,398.855,797.71,0
12702.0,19,1,219.0,219.0,219.0,0
12703.0,71,1,283.55,283.55,283.55,0
12704.0,7,8,2340.84,292.605,2340.84,0
12705.0,15,9,6868.29,763.1433333333333,6868.29,0
12707.0,291,1,603.42,603.42,603.42,0
12708.0,29,10,2712.91,271.291,2712.91,0
12709.0,15,15,9736.52,649.1013333333334,9736.52,2
12710.0,96,3,1149.02,383.00666666666666,1149.02,0
12712.0,28,13,4396.13,338.1638461538462,4396.13,0
12713.0,0,1,848.55,848.55,848.55,0
12714.0,9,5,4708.86,941.772,4708.86,0
12715.0,106,1,353.86,353.86,353.86,0
12716.0,3,2,1053.49,526.745,1053.49,0
12717.0,151,2,1030.98,515.49,1030.98,0
12718.0,71,1,238.25,238.25,238.25,0
12719.0,5,2,644.95,322.475,644.95,0
12720.0,2,25,5781.7300000000005,231.2692,5781.7300000000005,0
12721.0,31,6,2656.13,442.6883333333333,2656.13,0
12722.0,85,4,997.63,249.4075,997.63,0
12723.0,3,5,725.07,145.014,725.07,0
12724.0,5,4,1031.41,257.8525,1031.41,0
12725.0,371,1,427.8,427.8,427.8,0
12726.0,28,7,2609.1,372.7285714285714,2609.1,0
12727.0,10,7,3980.7,568.6714285714286,3980.7,0
12728.0,71,4,836.33,209.0825,836.33,0
12729.0,113,1,453.01,453.01,453.01,0
12731.0,23,12,18895.91,1574.6591666666666,18895.91,2
12732.0,179,1,236.26,236.26,236.26,0
12733.0,234,1,383.95,383.95,383.95,0
12734.0,352,1,110.4,110.4,110.4,0
12735.0,315,2,779.5699999999999,389.785,779.5699999999999,0
12736.0,332,1,234.0,234.0,234.0,0
12738.0,372,1,155.35,155.35,155.35,0
12739.0,78,2,1013.04,506.52,1013.04,0
12740.0,63,1,427.6,427.6,427.6,0
12743.0,134,2,546.43,273.215,546.43,0
12744.0,51,7,21279.29,3039.898571428572,21279.29,2
12747.0,2,11,4196.01,381.4554545454546,4196.01,0
12748.0,0,209,33719.73,161.3384210526316,33719.73,2
12749.0,3,5,4090.88,818.176,4090.88,0
12750.0,128,1,275.88,275.88,275.88,0
12752.0,81,1,4366.78,4366.78,4366.78,0
12753.0,22,6,21429.39,3571.565,21429.39,2
12754.0,235,3,3010.74,1003.58,3010.74,0
12755.0,280,2,3811.95,1905.975,3811.95,0
12756.0,86,1,112.08,112.08,112.08,0
12757.0,15,13,7857.1,604.3923076923077,7857.099999999999,2
12758.0,116,2,2791.59,1395.795,2791.59,0
12759.0,52,3,1531.44,510.48,1531.44,0
12762.0,7,2,1898.52,949.26,1898.52,0
12763.0,138,2,494.08,247.04,494.08,0
12764.0,316,1,1693.88,1693.88,1693.88,0
12766.0,3,7,6989.63,998.5185714285716,6989.63,0
12769.0,238,1,1143.6,1143.6,1143.6,0
12770.0,210,1,1351.45,1351.45,1351.45,0
12772.0,59,1,892.47,892.47,892.47,0
12775.0,17,5,1386.04,277.208,1386.04,0
12778.0,19,6,822.23,137.03833333333333,822.23,0
12779.0,37,8,3981.36,497.67,3981.36,0
12781.0,63,2,826.74,413.37,826.74,0
12782.0,4,5,2330.92,466.184,2330.92,0
12783.0,2,6,2225.91,370.985,2225.91,0
12784.0,9,2,574.42,287.21,574.42,0
12785.0,364,1,311.95,311.95,311.95,0
12787.0,9,3,463.66,154.55333333333334,463.66,0
12789.0,65,1,91.85,91.85,91.85,0
12790.0,192,1,324.92,324.92,324.92,0
12791.0,373,1,192.6,192.6,192.6,0
12792.0,256,1,400.54,400.54,400.54,0
12793.0,334,2,545.48,272.74,545.48,0
12794.0,53,2,860.41,430.205,860.41,0
12795.0,18,1,430.48,430.48,430.48,0
12797.0,365,1,254.03,254.03,254.03,0
12798.0,10,3,6977.04,2325.68,6977.039999999999,0
12802.0,186,1,427.58,427.58,427.58,0
12808.0,36,3,483.65,161.21666666666667,483.65,0
12809.0,177,1,489.31,489.31,489.31,0
12811.0,260,3,514.85,171.61666666666667,514.85,0
12812.0,44,1,229.64,229.64,229.64,0
12814.0,101,1,125.92,125.92,125.92,0
12815.0,147,2,1063.46,531.73,1063.46,0
12816.0,95,2,572.2,286.1,572.2,0
12817.0,281,1,166.04000000000002,166.04000000000002,166.04000000000002,0
12818.0,261,1,1542.08,1542.08,1542.08,0
12820.0,3,4,942.34,235.585,942.34,0
12821.0,214,1,92.72,92.72,92.72,0
12822.0,70,2,948.88,474.44,948.88,0
12823.0,74,5,1759.5,351.9,1759.5,0
12824.0,59,1,397.12,397.12,397.12,0
12826.0,2,7,1474.72,210.67428571428573,1474.72,0
12827.0,5,3,430.15,143.38333333333333,430.15,0
12828.0,2,6,1018.71,169.785,1018.71,0
12829.0,336,2,293.0,146.5,293.0,0
12830.0,37,6,6814.64,1135.7733333333333,6814.639999999999,0
12831.0,262,1,215.05,215.05,215.05,0
12832.0,32,2,383.03,191.515,383.03,0
12833.0,145,1,417.38,417.38,417.38,0
12834.0,282,1,312.38,312.38,312.38,0
12836.0,59,4,2612.86,653.215,2612.86,0
12837.0,173,1,134.1,134.1,134.1,0
12838.0,33,2,683.13,341.565,683.13,0
12839.0,2,14,5591.42,399.38714285714286,5591.42,0
12840.0,143,4,2726.77,681.6925,2726.77,0
12841.0,4,25,4022.35,160.894,4022.35,0
12842.0,70,2,1118.99,559.495,1118.99,0
12843.0,65,8,1702.26,212.7825,1702.26,0
12844.0,29,2,325.96000000000004,162.98000000000002,325.96000000000004,0
12845.0,267,4,354.09000000000003,88.52250000000001,354.09000000000003,0
12847.0,22,1,871.54,871.54,871.54,0
12849.0,31,2,1050.89,525.445,1050.89,0
12851.0,96,1,135.18,135.18,135.18,0
12852.0,294,1,311.55,311.55,311.55,0
12853.0,134,6,1957.1,326.18333333333334,1957.1,0
12854.0,78,3,1324.5,441.5,1324.5,0
12855.0,372,1,38.1,38.1,38.1,0
12856.0,7,6,2179.93,363.32166666666666,2179.93,0
12857.0,210,2,1106.4,553.2,1106.4,0
12863.0,52,1,521.2,521.2,521.2,0
12864.0,138,1,147.12,147.12,147.12,0
12865.0,26,2,1568.23,784.115,1568.23,0
12866.0,283,1,559.12,559.12,559.12,0
12867.0,26,7,4036.82,576.6885714285714,4036.82,0
12868.0,185,6,1607.0600000000002,267.84333333333336,1607.0600000000002,0
12871.0,84,2,380.64,190.32,380.64,0
12872.0,326,2,599.97,299.985,599.97,0
12873.0,282,1,374.0,374.0,374.0,0
12875.0,143,2,343.2300000000001,171.61500000000004,343.2300000000001,0
12876.0,57,2,2218.02,1109.01,2218.02,0
12877.0,3,12,1535.77,127.98083333333334,1535.77,0
12878.0,236,2,854.99,427.495,854.99,0
12879.0,44,3,573.22,191.07333333333332,573.22,0
12881.0,275,1,298.0,298.0,298.0,0
12882.0,9,2,1463.04,731.52,1463.04,0
12883.0,24,4,703.47,175.8675,703.47,0
12884.0,88,1,309.05,309.05,309.05,0
12885.0,63,3,1175.22,391.74,1175.22,0
12886.0,67,2,1378.4,689.2,1378.4,0
12888.0,214,2,354.12,177.06,354.12,0
12890.0,24,1,380.47,380.47,380.47,0
12891.0,185,3,331.0,110.33333333333331,331.0,0
12893.0,30,1,188.14,188.14,188.14,0
12895.0,42,2,372.8,186.4,372.8,0
12897.0,204,2,216.5,108.25,216.5,0
12901.0,8,28,17654.54,630.5192857142857,17654.54,2
12902.0,264,1,138.68,138.68,138.68,0
12904.0,18,2,509.58,254.79,509.58,0
12906.0,11,5,2919.81,583.962,2919.81,0
12908.0,176,2,750.0,375.0,750.0,0
12909.0,39,5,2178.67,435.734,2178.67,0
12910.0,23,8,3075.04,384.38,3075.04,0
12912.0,2,5,1662.3,332.46,1662.3,0
12913.0,4,5,2483.63,496.726,2483.63,0
12915.0,148,2,363.65,181.825,363.65,0
12916.0,138,4,3006.15,751.5375,3006.15,0
12917.0,128,1,594.0,594.0,594.0,0
12919.0,8,6,1335.19,222.53166666666667,1335.19,0
12920.0,17,1,164.23,164.23,164.23,0
12921.0,9,37,16587.09,448.2997297297297,16587.09,2
12922.0,161,1,405.38,405.38,405.38,0
12923.0,64,1,176.97,176.97,176.97,0
12924.0,88,4,933.7,233.425,933.7,0
12925.0,4,2,694.05,347.025,694.05,0
12928.0,35,5,2062.7,412.54,2062.7,0
12929.0,311,1,117.85,117.85,117.85,0
12930.0,78,2,415.8,207.9,415.8,0
12931.0,21,15,42055.96,2803.730666666667,42055.96,3
12933.0,24,3,607.53,202.51,607.53,0
12935.0,2,7,2160.7,308.6714285714285,2160.7,0
12936.0,17,4,1063.9,265.975,1063.9,0
12937.0,15,4,1504.27,376.0675,1504.27,0
12938.0,25,1,114.14,114.14,114.14,0
12939.0,64,8,11581.8,1447.725,11581.8,2
12940.0,54,2,913.54,456.77,913.54,0
12942.0,131,3,683.9,227.96666666666667,683.9,0
12944.0,35,2,604.51,302.255,604.51,0
12945.0,288,1,462.95,462.95,462.95,0
12947.0,143,6,1603.99,267.33166666666665,1603.9899999999998,0
12948.0,16,7,2064.95,294.99285714285713,2064.95,0
12949.0,30,8,4167.22,520.9025,4167.22,0
12950.0,2,3,1843.0,614.3333333333334,1843.0,0
12951.0,8,6,1064.07,177.345,1064.07,0
12952.0,5,4,1387.79,346.9475,1387.79,0
12953.0,9,1,329.85,329.85,329.85,0
12955.0,1,11,4757.16,432.4690909090909,4757.16,0
12956.0,306,1,108.07,108.07,108.07,0
12957.0,9,8,4017.54,502.1925,4017.54,0
12962.0,7,2,266.39,133.195,266.39,0
12963.0,8,8,1856.63,232.07875,1856.63,0
12965.0,89,1,771.91,771.91,771.91,0
12966.0,9,1,160.18,160.18,160.18,0
12967.0,358,2,1660.9,830.45,1660.9,0
12968.0,112,1,135.95,135.95,135.95,0
12970.0,7,4,452.24,113.06,452.24,0
12971.0,3,86,11189.91,130.11523255813952,11189.91,2
12974.0,197,1,144.8,144.8,144.8,0
12976.0,211,1,738.6,738.6,738.6,0
12977.0,156,1,39.24,39.24,39.24,0
12980.0,157,9,7374.900000000001,819.4333333333334,7374.900000000001,0
12981.0,29,2,372.22,186.11,372.22,0
12982.0,242,1,390.54,390.54,390.54,0
12984.0,18,1,97.5,97.5,97.5,0
12985.0,0,2,1239.38,619.69,1239.38,0
12987.0,73,2,558.7,279.35,558.7,0
12988.0,292,1,535.32,535.32,535.32,0
12989.0,3,15,6924.11,461.6073333333333,6924.11,0
12990.0,31,3,409.5,136.5,409.5,0
12991.0,23,2,503.76,251.88,503.76,0
12993.0,23,4,414.76,103.69,414.76,0
12994.0,4,3,974.42,324.8066666666667,974.42,0
12995.0,85,1,211.32,211.32,211.32,0
12997.0,22,4,1226.89,306.7225,1226.89,0
12999.0,196,3,455.88,151.96,455.88,0
13000.0,106,3,534.85,178.28333333333333,534.85,0
13001.0,4,13,9818.82,755.2938461538462,9818.82,2
13002.0,318,1,120.95,120.95,120.95,0
13003.0,105,3,149.05,49.68333333333334,149.05,0
13004.0,11,18,5655.91,314.21722222222223,5655.91,0
13005.0,173,2,513.7,256.85,513.7,0
13006.0,56,1,81.57,81.57,81.57,0
13008.0,323,1,229.47,229.47,229.47,0
13011.0,372,1,50.55,50.55,50.55,0
13012.0,9,8,1661.84,207.73,1661.84,0
13013.0,1,13,4810.9400000000005,370.0723076923077,4810.9400000000005,0
13014.0,10,10,3466.28,346.62800000000004,3466.2800000000007,0
13015.0,53,5,3346.28,669.2560000000001,3346.2800000000007,0
13016.0,73,3,789.89,263.2966666666667,789.8900000000001,0
13017.0,7,1,204.0,204.0,204.0,0
13018.0,16,28,7277.7,259.91785714285714,7277.7,0
13021.0,4,9,2616.38,290.7088888888889,2616.38,0
13023.0,64,2,689.9,344.95,689.9,0
13026.0,1,5,975.36,195.072,975.36,0
13027.0,113,6,6912.0,1152.0,6912.0,0
13028.0,22,2,661.3199999999999,330.66,661.3199999999999,0
13029.0,30,3,1247.5,415.8333333333333,1247.5,0
13030.0,11,2,799.48,399.74,799.48,0
13032.0,52,2,1010.18,505.09,1010.18,0
13033.0,357,1,190.55,190.55,190.55,0
13034.0,54,2,642.77,321.385,642.77,0
13035.0,73,2,921.88,460.94,921.88,0
13037.0,138,3,881.07,293.69,881.0699999999999,0
13038.0,80,3,908.46,302.82,908.46,0
13040.0,8,2,676.99,338.495,676.99,0
13043.0,273,1,516.42,516.42,516.42,0
13044.0,291,1,560.47,560.47,560.47,0
13045.0,99,1,305.28000000000003,305.28000000000003,305.28000000000003,0
13046.0,30,2,629.31,314.655,629.31,0
13047.0,31,10,3237.54,323.754,3237.54,0
13048.0,14,4,1835.91,458.9775,1835.91,0
13049.0,64,2,656.6800000000001,328.34000000000003,656.6800000000001,0
13050.0,14,17,5836.86,343.3447058823529,5836.86,0
13052.0,212,1,348.15000000000003,348.15000000000003,348.15000000000003,0
13055.0,78,3,1214.41,404.8033333333333,1214.41,0
